Implemented,study-id,result-id,Coded?,Result description,Relevant claim,Claim in abstract,Research question importance,Location in paper,Region of qualitative similarity,Individual-level,Population variable,Estimation method,Design,Stata cmd,Time index,Geographic index,Other indices,Notes
1,brinkman-2018,under-house,1,Effect of percent owners under 55 on UAAL/house values,"old agents prefer a pay-as-you go system,while young agents find a fully funded system optimal. Empiricalevidence based on cross-city comparisons of pension liabilities is consistent with these predictions. // To further investigate this correlation we run cross-city regressions where the dependent variable is one of the four measures of unfunded pension liabilities and the independent variable of interest is the share of homeowners under the age of 55.",1,Co-Primary,"Table 2, columns 4, coeff of Percent owners under 55, UAAL/house values","negative, significant",,"city_pop, pop_1980",FE,Panel,reg,year,city,,
1,jain-2017,total-lit,1,Estimation of total literacy rate in minority district versus majority district,"Linguistically mismatched districts have 18.0 percent lower literacy rates and 20.1 percent lower college graduation rates, driven by difficulty in acquiring education due to a different medium of instruction in schools.// In Table 4a, the coefficients for literacy rates are negative (-0.198 for total literacy and -0.225 for literacy in rural areas, p<0.01). Since the dependent variable is log transformed, taking the expo nential of these coefficients implies that the total and rural literacy rates in minority districts are 18.0 percent and 20.1 percent lower than the corre sponding rates in majority districts",1,Co-Primary,"Table 4a, column 1, coeff of Minority district","negative, significant",,record1_100,FE ,Panel,reg,decade,state,,
1,jain-2017,rural-lit,1,Estimation of literacy in rural areas in minority district versus majority district,"Linguistically mismatched districts have 18.0 percent lower literacy rates and 20.1 percent lower college graduation rates, driven by difficulty in acquiring education due to a different medium of instruction in schools.// In Table 4a, the coefficients for literacy rates are
 negative (-0.198 for total literacy and -0.225 for literacy in rural areas,
 p<0.01). Since the dependent variable is log transformed, taking the expo
 nential of these coefficients implies that the total and rural literacy rates in
 minority districts are 18.0 percent and 20.1 percent lower than the corre
 sponding rates in majority districts",1,Co-Primary,"Table 4a, column 2, coeff of Minority district","negative, significant",,"record1_100, record2_101",FE ,Panel,reg,decade,state,,
1,hoang-2021,I-nontif,1,Effect of Current-year incremental value (I) on districts’ total operating taxable value (V_G),"The study finds that TIF has mostly positive effects on rural school districts’ property tax base. // TIF induces a positive, though not statistically significant, effect on total non-TIF taxable property value (V). This finding suggests that TIF-induced benefits from positive spillover effects and reversed declining value trends in slum/blighted areas more than offset
depressed ABVs, negative spillover effects, and nonattributable counterfactual value losses, leaving rural school districts’ operating funds unaffected",1,Co-Primary,"Table 3 column 2, coeff of Current-year incremental value","positive, significant",,enrtot,DID,Panel,xtreg,year,U.S. school district,,
1,hoang-2021,N-nontif,1,Effect of the number of active TIF districts (N) on districts’ total non-TIF property taxable value (V),,0,Secondary,"Table 3 column 1, coeff of No. of active TIF districts (N)","positive, insignificant ",,enrtot,DID,Panel,xtreg,year,U.S. school district,,
1,hoang-2021,I10-resi,1,Effect of residential taxable property value on V in year 10,"TIF-induced increases in tax base come primarily from residential property and slightly from commercial property. // As in Table 4,
increases in both groups’ VG in Year 10 and onward are
driven by increases in residential value and supplemented by
commercial value increases (Columns 4 and 5).",1,Co-Primary,"Table 4 column 4, coeff of I10","positive, significant",,enrtot,DID,Panel,xtreg,year,U.S. school district,,
1,hoang-2021,I10-comm,1,Effect of commercial taxable property value on V in year 10,"TIF-induced increases in tax base come primarily from residential property and slightly from commercial property. // As in Table 4,
increases in both groups’ VG in Year 10 and onward are
driven by increases in residential value and supplemented by
commercial value increases (Columns 4 and 5).",1,Co-Primary,"Table 4 column 5, coeff of I10","positive, significant",,enrtot,DID,Panel,xtreg,year,U.S. school district,,
1,barbanchon-2021,attitude1-select,1,Effect of voters' attitude towards females being political leaders on selection of male/female candidates.,"Unfavorable voters’ attitudes toward women and local gender earnings gap correlate negatively with the share of female candidates in Parliamentary elections. //In panel A, we proxy for unfavorable attitudes toward women with the share of agreement with the statement “Men are better political leaders than women”. The coefficient is negative, statistically significant, and stable across specifications.  we find robust results. Finally, we further control in column (4) for the vote shares of candidates’ affiliated party obtained in the same electoral district during the previous Presidential election. The coefficient remains large and statistically significant",1,Co-Primary,"Table 2, column 4, Panel A, coeff of Men better political leaders: % agree","negative, significant",Yes,pop_tot_,FE ,Panel,reghdfe,year,French district,,
1,barbanchon-2021,attitude2-select,1,Effect of voters' attitude towards females work rights on selection of male/female candidates.,"Unfavorable voters’ attitudes toward women and local gender earnings gap correlate negatively with the share of female candidates in Parliamentary elections. /In panel B, we use the statement “When jobs are scarce, men should have more right to a job than women”, and find very similar results. ",1,Co-Primary,"Table 2, column 4, Panel B, coeff of Men more right to a job: % agree","negative, significant",Yes,pop_tot_,FE ,Panel,reghdfe,year,French district,,
1,barbanchon-2021,gap-vote,1,Effect of gender wage gap on vote shares,"Using within-candidate variation across the different polling stations of an electoral district in a given election year, we find that female candidates obtain fewer votes in municipalities with higher gender earnings gaps. // Table 3 reports estimates for our main parameter of interest β. The coefficient β on the interaction between gender earnings gaps and the dummy for female candidates is negative and statistically significant (at 1% confidence level) in all specifications. // Taking column (5) as our preferred specification, we obtain that a one standard deviation in gender earnings gap (7.2 percentage points at the municipality level) is associated with a decrease by 0.6 percentage points (0.072 * 0.078) in the vote share of female candidates (relative to male candidates).",1,Co-Primary,"Table 3, column 5, coeff of Female × gender earnings gap","negative, significant",No,pop_tot_,FE ,Panel,reghdfe,year,French district,,
1,barbanchon-2021,contest-select,1,Effect of contestable on selection of male/female candidates.,"We show theoretically that when voters are biased against women, parties facing gender quotas select male candidates in the most contestable districts. // We find that our parameter of interest—the coefficient β —is negative, stable across specifications, and statistically significant at least at the 5% confidence level. // In column (6), we further control for permanent unobserved characteristics of districts with the introduction of district fixed effects. Again we find robust results when we leverage within-district changes in contestability only. ",1,Co-Primary,"Table 4, column 6, coeff of Contestable","negative, significant",Yes,pop_tot_,FE ,Panel,reghdfe,year,French district,,
